case_label,severity,node_id,z_cm,x_cm,y_cm,r_cm,theta_rad,ux_cm_s,uy_cm_s,uz_cm_s,speed_cm_s,xdmf_time_s,source
60,40,107,1.575,8.29611496673e-08,0.180212233296,0.180212233296,1.57079586644,-0.000836843371345,0.00224920504944,-0.874565491603,0.87456878422,0.9995,node-centered-resolved-3d-velocity
60,40,108,1.55,5.97185166504e-08,0.180212744717,0.180212744717,1.57079599542,0.00182135271315,-0.000379966105335,-0.877831153823,0.877833125556,0.9995,node-centered-resolved-3d-velocity
60,40,109,1.525,7.65856036091e-08,0.18021320753,0.18021320753,1.57079590182,0.000355216965099,-0.000341093179964,-0.899324898518,0.899325033355,0.9995,node-centered-resolved-3d-velocity
60,40,110,1.675,3.14453931863e-08,0.18021032683,0.18021032683,1.5707961523,0.000900163849219,-5.1830491463e-05,-0.883723302148,0.883723762123,0.9995,node-centered-resolved-3d-velocity
60,40,111,1.65,1.09635485459e-07,0.180210857513,0.180210857513,1.57079571842,0.000512183191511,-1.13081790858e-05,-0.860778302372,0.860778454827,0.9995,node-centered-resolved-3d-velocity
60,40,112,1.625,1.18828097411e-07,0.180211338033,0.180211338034,1.57079566741,0.000196591887763,-0.000176195173377,-0.873946812215,0.873946852088,0.9995,node-centered-resolved-3d-velocity
60,40,113,1.775,4.24519800993e-08,0.180208458436,0.180208458436,1.57079609122,-0.000677665947215,0.000240980314991,-0.877859143501,0.877859438139,0.9995,node-centered-resolved-3d-velocity
60,40,114,1.75,7.91856110666e-08,0.180208972992,0.180208972992,1.57079588738,0.000808433973193,-0.00226960222298,-0.869413182247,0.869416520503,0.9995,node-centered-resolved-3d-velocity
60,40,115,1.725,6.81991479544e-08,0.180209429359,0.180209429359,1.57079594835,-0.00120254596777,-0.000875130052676,-0.888507904774,0.888509149539,0.9995,node-centered-resolved-3d-velocity
60,40,116,1.875,7.29421542145e-08,0.180206360839,0.180206360839,1.57079592202,0.00232682605128,0.00111709298484,-0.873950727916,0.873954539345,0.9995,node-centered-resolved-3d-velocity
60,40,117,1.85,1.05552898088e-07,0.180206963354,0.180206963354,1.57079574106,-0.000521674739959,0.000303203096432,-0.863373959028,0.863374169873,0.9995,node-centered-resolved-3d-velocity
60,40,118,1.825,9.1864494154e-08,0.180207460296,0.180207460296,1.57079581702,0.00107583168626,-0.0012412020543,-0.875438110021,0.87543965096,0.9995,node-centered-resolved-3d-velocity
60,40,119,1.975,-5.66132082133e-08,0.179831462014,0.179831462014,1.57079664161,0.00270294226098,-0.00182881638674,-0.884226611971,0.884232634426,0.9995,node-centered-resolved-3d-velocity
60,40,120,1.95,6.41224007027e-08,0.179956261312,0.179956261312,1.57079597047,0.000335943215543,-0.000453104986109,-0.860889457811,0.860889642598,0.9995,node-centered-resolved-3d-velocity
60,40,121,1.925,7.10993609529e-08,0.180081078798,0.180081078798,1.57079593198,-0.000408149062123,-0.000680613313093,-0.871845641364,0.871846002563,0.9995,node-centered-resolved-3d-velocity
60,40,122,2.075,-5.60413652722e-07,0.169189673905,0.169189673906,1.57079963913,-0.00203131887612,-0.0196287722164,-0.768446591781,0.768699928044,0.9995,node-centered-resolved-3d-velocity
60,40,123,2.05,-3.45097064353e-08,0.172696422385,0.172696422385,1.57079652662,-0.000763694494721,-0.00606234007646,-0.797692468119,0.797715869775,0.9995,node-centered-resolved-3d-velocity
60,40,124,2.025,-2.33790930142e-07,0.176202992716,0.176202992716,1.57079765362,-0.00567474064742,-0.0102068079488,-0.843529599976,0.843610435951,0.9995,node-centered-resolved-3d-velocity
60,40,125,2.175,-1.36421755768e-06,0.13896387083,0.138963870837,1.57080614386,-0.0162177496347,-0.124970384304,0.0459824491825,0.134145435961,0.9995,node-centered-resolved-3d-velocity
60,40,126,2.15,1.63708491981e-06,0.147878577143,0.147878577152,1.57078525633,-0.0402841086176,-0.199237378194,-0.194730712102,0.281493148252,0.9995,node-centered-resolved-3d-velocity
60,40,127,2.125,1.77205708554e-06,0.156789522933,0.156789522943,1.57078502466,0.0209281623005,-0.168286700301,-0.429327098907,0.461606065094,0.9995,node-centered-resolved-3d-velocity
60,40,128,2.275,5.62495693067e-07,0.115688020231,0.115688020232,1.57079146462,-0.0353494329138,-0.126756767741,1.0110123482,1.01954049885,0.9995,node-centered-resolved-3d-velocity
60,40,129,2.25,-3.5406477121e-08,0.120473038153,0.120473038153,1.57079662069,-0.0413583082245,-0.0438530570112,0.3342669778,0.339658670898,0.9995,node-centered-resolved-3d-velocity
60,40,130,2.225,-7.7310090257e-08,0.125247485011,0.125247485011,1.57079694405,-0.0189466155386,0.0629360788387,0.0708329024531,0.0966293140299,0.9995,node-centered-resolved-3d-velocity
60,40,131,2.375,8.20544438327e-07,0.108723853515,0.108723853518,1.57078877974,-0.0479229946117,0.0169694179142,0.140051972464,0.148993723183,0.9995,node-centered-resolved-3d-velocity
60,40,132,2.35,1.82122096842e-06,0.109442531094,0.109442531109,1.57077968591,0.0943884675539,0.116752916229,0.230152492531,0.274791914134,0.9995,node-centered-resolved-3d-velocity
60,40,133,2.325,2.17728626116e-07,0.110157740683,0.110157740683,1.57079435028,-0.0617164497468,0.223547322552,0.0185730033326,0.232652706931,0.9995,node-centered-resolved-3d-velocity
60,40,134,2.475,-4.17251577068e-08,0.107968165047,0.107968165047,1.57079671325,-0.0405364760385,0.0575651954083,-0.253621552832,0.26321255607,0.9995,node-centered-resolved-3d-velocity
60,40,135,2.45,3.00820211856e-07,0.107979753136,0.107979753137,1.5707935409,-0.009027731002,0.0248116270797,-0.168530062006,0.170585751354,0.9995,node-centered-resolved-3d-velocity
60,40,136,2.425,2.2228201591e-07,0.107986173615,0.107986173616,1.57079426836,0.047425708521,0.13039496374,-0.139508838086,0.196760667567,0.9995,node-centered-resolved-3d-velocity
60,40,137,2.575,-8.20723378881e-08,0.109116672048,0.109116672048,1.57079707895,0.00618998462447,0.0394854288966,-0.384001362928,0.386075720209,0.9995,node-centered-resolved-3d-velocity
60,40,138,2.55,-4.6013677899e-08,0.108730846777,0.108730846777,1.57079674998,0.00447200661142,0.00600996531079,-0.362861366534,0.362938686074,0.9995,node-centered-resolved-3d-velocity
60,40,139,2.525,3.58757334595e-07,0.108344607495,0.108344607495,1.57079301553,-0.047066697986,0.0547319508932,-0.419847163992,0.426007630941,0.9995,node-centered-resolved-3d-velocity
60,40,140,2.675,1.20521039248e-07,0.115510931564,0.115510931564,1.57079528342,0.02698093205,0.0229453908795,-0.782477437733,0.783278623619,0.9995,node-centered-resolved-3d-velocity
60,40,141,2.65,6.32404695625e-07,0.113508720002,0.113508720003,1.57079075538,0.00168092711936,0.0542490558822,-0.697500985586,0.699609469972,0.9995,node-centered-resolved-3d-velocity
60,40,142,2.625,7.56535777617e-07,0.111505672576,0.111505672579,1.57078954207,0.00959703950881,0.07421097109,-0.678722765455,0.682835239091,0.9995,node-centered-resolved-3d-velocity
60,40,143,2.775,3.97329194951e-07,0.12994762578,0.12994762578,1.57079326918,0.00842068623644,-0.0371645562499,-1.21209781634,1.21269667624,0.9995,node-centered-resolved-3d-velocity
60,40,144,2.75,4.35157144755e-07,0.125803120061,0.125803120062,1.57079286776,-0.0059248226087,-0.0188600906165,-0.958283601841,0.958487489797,0.9995,node-centered-resolved-3d-velocity
