z_cm qC23_t0001 qC23_t001 qC23_t01 qC23_t1 qC40_t0001 qC40_t001 qC40_t01 qC40_t1
1.08375 0 7.808055760654245e-15 -1.6236092482058399e-14 -1.4950743151710937e-14 0 2.3196878725895039e-14 1.4624011122506589e-14 -1.8229680043520342e-14
1.0912500000000001 0 7.8075088883994935e-15 -1.8793515631978291e-14 -1.3925894964665537e-14 0 2.4249950420505165e-14 1.4237264032944007e-14 -1.636591329315556e-14
1.0987499999999999 0 7.8067903336759979e-15 -1.9490070701929245e-14 -1.1701522539993836e-14 0 2.3228068205667552e-14 1.4944376598966953e-14 -1.5521716669166229e-14
1.10625 0 7.8062435500511069e-15 -1.6293325015832448e-14 -1.4288802019724334e-14 0 2.1659438937576073e-14 1.4431342313457241e-14 -1.3265593101288153e-14
1.11375 0 7.8055251117815143e-15 -1.0764693245977302e-14 -1.8505234534140734e-14 0 2.2933273949215865e-14 1.3414162677705328e-14 -1.3311106765245092e-14
1.1212499999999999 0 7.8049784167721235e-15 -7.2006464775154863e-15 -2.1488844782583051e-14 0 2.5543208060963011e-14 1.3608803243362598e-14 -1.3768549326699636e-14
1.1287499999999999 0 7.8042600949375501e-15 -2.3190463410701631e-15 -2.2967712866942459e-14 0 2.6088421773161042e-14 1.5571763803791055e-14 -1.4373299563153956e-14
1.13625 0 7.8037134885292881e-15 9.1809405251132543e-16 -2.3128595226505022e-14 0 2.3535116133054113e-14 1.8569447139785533e-14 -1.309563271228248e-14
1.14375 0 7.8029952831108801e-15 1.5793946742343495e-15 -2.774046507878035e-14 0 2.1449806145215042e-14 1.9813842672870605e-14 -1.153485154420761e-14
1.1512499999999999 0 7.8024487652893927e-15 9.5181248961394579e-16 -3.0233358096056799e-14 0 1.9878391319086173e-14 2.0451445824589033e-14 -1.0349642429876972e-14
1.1587499999999999 0 7.8017306762682727e-15 3.9572865485049523e-15 -3.155864035126621e-14 0 2.1698352179562957e-14 2.0584025867371321e-14 -9.8008591621219142e-15
1.16625 0 7.8011842470192058e-15 9.4911878708779974e-15 -3.4188573032441023e-14 0 2.4017009979334729e-14 2.2006997278606114e-14 -9.031193002403956e-15
